Palos Country Club,ChIJf9c2-Vo_DogRIsBken6CW4w,13100 Southwest Highway,Orland Park,60462,,5,41.66013634782609,-87.8448726521739
D IC LLC,ChIJRTzpEjY5DogRMf8SMoz9jBU,12400 Harlem Avenue,Palos Heights,60463,,,41.66013634782609,-87.79487265217388
Palos Heights Pizza Inc,ChIJ-dnzpEo5DogREgXUBpR2Nv0,7154 West 127th Street,Palos Heights,60463,,,41.66013634782609,-87.79487265217388
Mcdolnads.,ChIJjxqNRE05DogRpCDnDjdDXOY,6741 West 127th Street,Palos Heights,60463,,,41.66013634782609,-87.79487265217388
Lucky Burrito,ChIJR9mNJDY5DogRiWu2FOAPH0U,12353 S Harlem Ave,Palos Heights,60463,,5,41.66013634782609,-87.79487265217388
Diane's Place,ChIJxfCItTc5DogRke9XWc7xdDU,12306 Harlem Avenue,Palos Heights,60463,,5,41.66013634782609,-87.79487265217388
Simple Taste,ChIJ5aiswDc5DogRT-F3sYNrDuE,12246 Harlem Avenue,Palos Heights,60463,,4.3,41.66013634782609,-87.79487265217388
Royalberry Waffle House & Restaurant,ChIJCyaw6VQ5DogRpgA_4ibBWDU,6417 West 127th Street,Palos Heights,60463,1,4,41.66013634782609,-87.78487265217387
Smokin' Joe's BBQ,ChIJ938gYFM5DogREGwUga_c5mQ,6523 West 127th Street,Palos Heights,60463,,4.7,41.66013634782609,-87.78487265217387
Aurelio's Pizza,ChIJt7YWo1Q5DogRNqFkNYMGlzE,6543 West 127th Street,Palos Heights,60463,2,4.3,41.66013634782609,-87.78487265217387
Harvest Room,ChIJWdQHo0o5DogRTGmcQuLSlJI,7164 West 127th Street,Palos Heights,60463,3,4.3,41.66013634782609,-87.78487265217387
McDonald's,ChIJa3bi4Eo5DogR39qMEy25YGs,7100 West 127th Street,Palos Heights,60463,1,2.7,41.66013634782609,-87.78487265217387
Pop's Italian Beef & Sausage - Palos Heights,ChIJF8Y8rko5DogR5Dx2JSge3hM,7153 West 127th Street,Palos Heights,60463,,4.6,41.66013634782609,-87.78487265217387
Bootsma Bookstore Cafe,ChIJIxk-LVc5DogRQqyZWehFXPM,6513 123RD Street,Palos Heights,60463,,4.8,41.66013634782609,-87.78487265217387
Dunkin' Donuts,ChIJl4MLnso-DogRY0CP8a7wX2c,12807 Harlem Avenue,Palos Heights,60463,1,4.1,41.66013634782609,-87.78487265217387
Harvest House restaurant,ChIJ9cWEpko5DogRvB7XDfCHWTc,7179 West 127th Street,Palos Heights,60463,,,41.66013634782609,-87.78487265217387
Lou Malnati's Pizzeria,ChIJK_faW7U-DogRD_hZDPC0G1g,12801 Harlem Avenue,Palos Heights,60463,,4,41.66013634782609,-87.78487265217387
Jersey Mike's Subs,ChIJgQDSW7U-DogRz0yjkYujSuk,12801 Harlem Avenue,Palos Heights,60463,1,4.5,41.66013634782609,-87.78487265217387
Wendy's,ChIJB2FSf8o-DogR6rEZxzuRhrk,12875 Harlem Avenue,Palos Heights,60463,1,3.8,41.66013634782609,-87.78487265217387
Lucano’s Pizza & Catering,ChIJDR6Vuso-DogRcYusal5xhek,12778 Harlem Avenue,Palos Heights,60463,,3.5,41.66013634782609,-87.78487265217387
Nick's Barbecue,ChIJC8lBQzU5DogR3CFcMvBULZY,12658 Harlem Avenue,Palos Heights,60463,,4,41.66013634782609,-87.78487265217387
Mcdolnads.,ChIJjxqNRE05DogRpCDnDjdDXOY,6741 West 127th Street,Palos Heights,60463,,,41.66013634782609,-87.78487265217387
Palos Heights Pizza Inc,ChIJ-dnzpEo5DogREgXUBpR2Nv0,7154 West 127th Street,Palos Heights,60463,,,41.66013634782609,-87.78487265217387
Royalberry Waffle House & Restaurant,ChIJCyaw6VQ5DogRpgA_4ibBWDU,6417 West 127th Street,Palos Heights,60463,1,4,41.66013634782609,-87.77487265217387
Smokin' Joe's BBQ,ChIJ938gYFM5DogREGwUga_c5mQ,6523 West 127th Street,Palos Heights,60463,,4.7,41.66013634782609,-87.77487265217387
Aurelio's Pizza,ChIJt7YWo1Q5DogRNqFkNYMGlzE,6543 West 127th Street,Palos Heights,60463,2,4.3,41.66013634782609,-87.77487265217387
Bootsma Bookstore Cafe,ChIJIxk-LVc5DogRQqyZWehFXPM,6513 123RD Street,Palos Heights,60463,,4.8,41.66013634782609,-87.77487265217387
Country House Restaurant,ChIJyy1jEIs7DogR1IdBcGp8mFY,5400 West 127th Street,Alsip,60803,2,4.4,41.66013634782609,-87.76487265217386
Dunkin' Donuts,ChIJAzqV_oo7DogRn23i5x7fgQk,5443 West 127th Street,Crestwood,60445,1,3.9,41.66013634782609,-87.76487265217386
Just Shrimp,ChIJrTOk4Yo7DogRgHazmEE_dc4,5438 West 127th Street,Alsip,60803,,4.2,41.66013634782609,-87.76487265217386
Clearview Restaurant,ChIJmSXFr4s7DogRwFO6nBpDl6M,5500 West Cal Sag Road,Alsip,60803,,4,41.66013634782609,-87.76487265217386
Barone's Pizza,ChIJ9YIRGfU7DogRmgcCQlBx5Kw,12701 Central Avenue,Crestwood,60445,,4.2,41.66013634782609,-87.76487265217386
Natty's Video Gaming Cafe,ChIJfYkyGfU7DogRfrWdEylrR9E,5595 West 127th Street,Crestwood,60445,,,41.66013634782609,-87.76487265217386
Jokers Wild Gaming Cafe,ChIJ2RSAIfU7DogRqrr1TpZzwr4,5559 West 127th Street,Crestwood,60445,,,41.66013634782609,-87.76487265217386
Old Town Pub,ChIJ0c9JGfU7DogRJBGcsEzKTIs,5599 West 127th Street,Crestwood,60445,,3.7,41.66013634782609,-87.76487265217386
Athens Gyros,ChIJhycO4oo7DogRjEFuhxoHC2o,5426 West 127th Street,Alsip,60803,,4,41.66013634782609,-87.76487265217386
DoubleTree by Hilton Hotel Chicago - Alsip,ChIJDc2j0IY7DogR402JOJJQ1mQ,5000 West 127th Street,Alsip,60803,,4.1,41.66013634782609,-87.75487265217386
Hollywood Park,ChIJA35kHng8DogRuww6wVQLoPw,5051 Cal Sag Road,Crestwood,60445,,4,41.66013634782609,-87.75487265217386
Country House Restaurant,ChIJyy1jEIs7DogR1IdBcGp8mFY,5400 West 127th Street,Alsip,60803,2,4.4,41.66013634782609,-87.75487265217386
Dunkin' Donuts,ChIJAzqV_oo7DogRn23i5x7fgQk,5443 West 127th Street,Crestwood,60445,1,3.9,41.66013634782609,-87.75487265217386
Clearview Restaurant,ChIJmSXFr4s7DogRwFO6nBpDl6M,5500 West Cal Sag Road,Alsip,60803,,4,41.66013634782609,-87.75487265217386
Allgauer's Restaurant,ChIJDc2j0IY7DogRCUBRXCpk-vg,5500 West Cal Sag Road,Alsip,60803,2,4.4,41.66013634782609,-87.75487265217386
Just Shrimp,ChIJrTOk4Yo7DogRgHazmEE_dc4,5438 West 127th Street,Alsip,60803,,4.2,41.66013634782609,-87.75487265217386
Barone's Pizza,ChIJ9YIRGfU7DogRmgcCQlBx5Kw,12701 Central Avenue,Crestwood,60445,,4.2,41.66013634782609,-87.75487265217386
Athens Gyros,ChIJhycO4oo7DogRjEFuhxoHC2o,5426 West 127th Street,Alsip,60803,,4,41.66013634782609,-87.75487265217386
Old Town Pub,ChIJ0c9JGfU7DogRJBGcsEzKTIs,5599 West 127th Street,Crestwood,60445,,3.7,41.66013634782609,-87.75487265217386
Jokers Wild Gaming Cafe,ChIJ2RSAIfU7DogRqrr1TpZzwr4,5559 West 127th Street,Crestwood,60445,,,41.66013634782609,-87.75487265217386
Natty's Video Gaming Cafe,ChIJfYkyGfU7DogRfrWdEylrR9E,5595 West 127th Street,Crestwood,60445,,,41.66013634782609,-87.75487265217386
DoubleTree by Hilton Hotel Chicago - Alsip,ChIJDc2j0IY7DogR402JOJJQ1mQ,5000 West 127th Street,Alsip,60803,,4.1,41.66013634782609,-87.74487265217385
Hollywood Park,ChIJA35kHng8DogRuww6wVQLoPw,5051 Cal Sag Road,Crestwood,60445,,4,41.66013634782609,-87.74487265217385
Lone Star Steakhouse,ChIJCZBQNHk8DogRUE9g1xLL17k,4949 West Cal Sag Road,Crestwood,60445,2,3.8,41.66013634782609,-87.74487265217385
Country House Restaurant,ChIJyy1jEIs7DogR1IdBcGp8mFY,5400 West 127th Street,Alsip,60803,2,4.4,41.66013634782609,-87.74487265217385
Portillo's Hot Dogs,ChIJPwxHwH08DogR5ZOvYj7gbqM,13130 South Cicero Avenue,Crestwood,60445,1,4.4,41.66013634782609,-87.74487265217385
At The Office Sports Bar & Grill,ChIJ8WLlr348DogRdRX0SJAnG3A,4901 Cal Sag Road,Crestwood,60445,,3.8,41.66013634782609,-87.74487265217385
IHOP,ChIJJy-e0H08DogR7wwcuNrmDp4,4821 Cal Sag Road,Crestwood,60445,1,3.1,41.66013634782609,-87.74487265217385
Allgauer's Restaurant,ChIJDc2j0IY7DogRCUBRXCpk-vg,4821 Cal Sag Road,Alsip,60803,2,4.4,41.66013634782609,-87.74487265217385
Subway,ChIJe86LdX48DogRh9AjaLvtnZU,13158 South Cicero Avenue,Crestwood,60445,1,2,41.66013634782609,-87.74487265217385
Dunkin' Donuts,ChIJAzqV_oo7DogRn23i5x7fgQk,5443 West 127th Street,Crestwood,60445,1,3.9,41.66013634782609,-87.74487265217385
Clearview Restaurant,ChIJmSXFr4s7DogRwFO6nBpDl6M,5500 West Cal Sag Road,Alsip,60803,,4,41.66013634782609,-87.74487265217385
Applebee's,ChIJ8U_IS3k8DogRscLqUca-w_c,4937 Cal Sag Road,Crestwood,60445,2,3.2,41.66013634782609,-87.74487265217385
Just Shrimp,ChIJrTOk4Yo7DogRgHazmEE_dc4,5438 West 127th Street,Alsip,60803,,4.2,41.66013634782609,-87.74487265217385
Potbelly Sandwich Shop,ChIJx8FlS348DogRGkGqdPrwsiM,13134 South Cicero Avenue,Crestwood,60445,1,4,41.66013634782609,-87.74487265217385
Athens Gyros,ChIJhycO4oo7DogRjEFuhxoHC2o,5426 West 127th Street,Alsip,60803,,4,41.66013634782609,-87.74487265217385
DoubleTree by Hilton Hotel Chicago - Alsip,ChIJDc2j0IY7DogR402JOJJQ1mQ,5000 West 127th Street,Alsip,60803,,4.1,41.66013634782609,-87.73487265217385
Lone Star Steakhouse,ChIJCZBQNHk8DogRUE9g1xLL17k,4949 West Cal Sag Road,Crestwood,60445,2,3.8,41.66013634782609,-87.73487265217385
Portillo's Hot Dogs,ChIJPwxHwH08DogR5ZOvYj7gbqM,13130 South Cicero Avenue,Crestwood,60445,1,4.4,41.66013634782609,-87.73487265217385
IHOP,ChIJJy-e0H08DogR7wwcuNrmDp4,4821 Cal Sag Road,Crestwood,60445,1,3.1,41.66013634782609,-87.73487265217385
Subway,ChIJe86LdX48DogRh9AjaLvtnZU,13158 South Cicero Avenue,Crestwood,60445,1,2,41.66013634782609,-87.73487265217385
At The Office Sports Bar & Grill,ChIJ8WLlr348DogRdRX0SJAnG3A,4901 Cal Sag Road,Crestwood,60445,,3.8,41.66013634782609,-87.73487265217385
Allgauer's Restaurant,ChIJDc2j0IY7DogRCUBRXCpk-vg,4901 Cal Sag Road,Alsip,60803,2,4.4,41.66013634782609,-87.73487265217385
Boston Market,ChIJ8aUwvn08DogRa7aJ3NWcstY,4901 Cal Sag Road,Crestwood,60445,1,3.5,41.66013634782609,-87.73487265217385
Pizza Hut,ChIJxb4Jvn08DogRVbd6OgUSLPM,13223 South Cicero Avenue,Crestwood,60445,1,2,41.66013634782609,-87.73487265217385
Potbelly Sandwich Shop,ChIJx8FlS348DogRGkGqdPrwsiM,13134 South Cicero Avenue,Crestwood,60445,1,4,41.66013634782609,-87.73487265217385
Applebee's,ChIJ8U_IS3k8DogRscLqUca-w_c,4937 Cal Sag Road,Crestwood,60445,2,3.2,41.66013634782609,-87.73487265217385
Wingstop,ChIJXTrHkH08DogRZ10NcVNvahk,13211 South Cicero Avenue,Crestwood,60445,1,2.9,41.66013634782609,-87.73487265217385
Dunkin' Donuts,ChIJnXgd4GA7DogR0O3G9WNxcRM,4028 West 127th Street,Alsip,60803,1,3.5,41.66013634782609,-87.72487265217384
Eggman's Restaurant Inc,ChIJAe4d6WA7DogR8-qFyWSwPLI,12701 South Pulaski Road,Alsip,60803,,4.2,41.66013634782609,-87.72487265217384
Burrito Alegre,ChIJK4Qa4GA7DogRen4cKlL_Kvk,4026 West 127th Street,Alsip,60803,2,4.5,41.66013634782609,-87.72487265217384
La Fiesta Azteca,ChIJC2RR12A7DogRCxrTFE2OJrc,12640 South Pulaski Road,Alsip,60803,,3.1,41.66013634782609,-87.72487265217384
Dunkin' Donuts,ChIJnXgd4GA7DogR0O3G9WNxcRM,4028 West 127th Street,Alsip,60803,1,3.5,41.66013634782609,-87.71487265217384
Eggman's Restaurant Inc,ChIJAe4d6WA7DogR8-qFyWSwPLI,12701 South Pulaski Road,Alsip,60803,,4.2,41.66013634782609,-87.71487265217384
La Fiesta Azteca,ChIJC2RR12A7DogRCxrTFE2OJrc,12640 South Pulaski Road,Alsip,60803,,3.1,41.66013634782609,-87.71487265217384
Burrito Alegre,ChIJK4Qa4GA7DogRen4cKlL_Kvk,4026 West 127th Street,Alsip,60803,2,4.5,41.66013634782609,-87.71487265217384
Beggars Pizza,ChIJfcRjLaIkDogRJoMvNkakkXU,12700 South Kedzie Avenue,Blue Island,60406,2,3.9,41.66013634782609,-87.70487265217383
Burr Oak Bowl,ChIJ1-TzWqskDogRPI6JVrFjT0A,3030 Burr Oak Avenue,Blue Island,60406,,3.4,41.66013634782609,-87.70487265217383
Burger King,ChIJywKQhVQ7DogRSbpl9F8sQPM,3196 West 127th Street,Blue Island,60406,1,2.9,41.66013634782609,-87.70487265217383
Mister Submarine,ChIJOUmxfqskDogRsloKWwMqJHM,3000 Burr Oak Avenue,Blue Island,60406,,4.2,41.66013634782609,-87.70487265217383
Pilot Travel Center,ChIJHb5_iVM7DogRMH3inw11BJo,12680 South Kedzie Avenue,Alsip,60803,,4.3,41.66013634782609,-87.70487265217383
Arby's,ChIJHb5_iVM7DogR826t50luN8E,12680 South Kedzie Avenue,Alsip,60803,1,3.2,41.66013634782609,-87.70487265217383
Pilich Station Grill,ChIJ78K-pKskDogRPecEPnPbz40,12739 Sacramento Watt Avenue,Blue Island,60406,,5,41.66013634782609,-87.70487265217383
Beggars Pizza,ChIJfcRjLaIkDogRJoMvNkakkXU,12700 South Kedzie Avenue,Blue Island,60406,2,3.9,41.66013634782609,-87.69487265217383
Burr Oak Bowl,ChIJ1-TzWqskDogRPI6JVrFjT0A,3030 Burr Oak Avenue,Blue Island,60406,,3.4,41.66013634782609,-87.69487265217383
Burger King,ChIJywKQhVQ7DogRSbpl9F8sQPM,3196 West 127th Street,Blue Island,60406,1,2.9,41.66013634782609,-87.69487265217383
Mister Submarine,ChIJOUmxfqskDogRsloKWwMqJHM,3000 Burr Oak Avenue,Blue Island,60406,,4.2,41.66013634782609,-87.69487265217383
An Seanachi Irish Pub,ChIJDflNMakkDogR8_zqWzcUXkM,2825 West 127th Street,Blue Island,60406,,4,41.66013634782609,-87.69487265217383
Pilot Travel Center,ChIJHb5_iVM7DogRMH3inw11BJo,12680 South Kedzie Avenue,Alsip,60803,,4.3,41.66013634782609,-87.69487265217383
Pilich Station Grill,ChIJ78K-pKskDogRPecEPnPbz40,12739 Sacramento Watt Avenue,Blue Island,60406,,5,41.66013634782609,-87.69487265217383
Arby's,ChIJHb5_iVM7DogR826t50luN8E,12680 South Kedzie Avenue,Alsip,60803,1,3.2,41.66013634782609,-87.69487265217383
In N Out Collision Center,ChIJ5wRAo1YjDogRV8tC4T2GVNk,13156 Francisco Avenue,Blue Island,60406,,5,41.66013634782609,-87.69487265217383
Raven's Place,ChIJWWeAoV8jDogRf0FJeDVVNh8,13031 Western Avenue,Blue Island,60406,,4,41.66013634782609,-87.68487265217382
Jimmy John's,ChIJa8O6UaIkDogRWu8n1wVJHzI,12601 Western Avenue,Blue Island,60406,1,2.9,41.66013634782609,-87.68487265217382
White Castle,ChIJjTNnNxYjDogRAElUUT__HwQ,12709 S Western Ave,Blue Island,60406,1,4.2,41.66013634782609,-87.68487265217382
Dunkin' Donuts,ChIJARtn9qEkDogR0aKyhUMdA5M,2323 West 127th Street,Blue Island,60406,1,3.9,41.66013634782609,-87.68487265217382
Pizza Hut,ChIJK0PQU6IkDogRgVJXZozRxTk,12601 Western Avenue,Blue Island,60406,1,2.1,41.66013634782609,-87.68487265217382
See Thru Chinese Kitchen,ChIJaXxHU6IkDogRd4IPHMNuWnQ,12601 South Western Avenue,Blue Island,60406,2,4.2,41.66013634782609,-87.68487265217382
Restaurante Tenochtitlan,ChIJHzhFf6AkDogR1CeI6JE5z1s,12947 Western Avenue,Blue Island,60406,,3.7,41.66013634782609,-87.68487265217382
Double Play Saloon,ChIJz_Wam18jDogRXytmQpNydRQ,13011 South Western Avenue,Blue Island,60406,,4.1,41.66013634782609,-87.68487265217382
Dunkin' Donuts,ChIJu6X8q18jDogRvYR7_wwM69M,13101 South Western Avenue,Blue Island,60406,1,3.7,41.66013634782609,-87.68487265217382
An Seanachi Irish Pub,ChIJDflNMakkDogR8_zqWzcUXkM,2825 West 127th Street,Blue Island,60406,,4,41.66013634782609,-87.68487265217382
Wing Street,ChIJaXxHU6IkDogRQwcZ4d5pE50,12601 Western Avenue,Blue Island,60406,,,41.66013634782609,-87.68487265217382
Beggars Pizza,ChIJxXlJK6IkDogRs3pbWYhnwvc,12660 Western Avenue,Blue Island,60406,2,3.8,41.66013634782609,-87.68487265217382
Tuscan Grill,ChIJWexrPl8jDogRISzEJsFYzW8,13000 Western Avenue,Blue Island,60406,2,4.6,41.66013634782609,-87.68487265217382
Pat's Wholesales Meat & Pizza,ChIJ57sJIaMkDogRI0f-aBPLdfA,12456 South Western Avenue,Blue Island,60406,,,41.66013634782609,-87.68487265217382
Mister Submarine,ChIJOUmxfqskDogRsloKWwMqJHM,3000 Burr Oak Avenue,Blue Island,60406,,4.2,41.66013634782609,-87.68487265217382
Iona's On The Blu,ChIJm-YFIaMkDogRRMMt3XUMHhk,12454 South Western Avenue,Blue Island,60406,,3.6,41.66013634782609,-87.68487265217382
De Mar's Coffee Shop Restaurant,ChIJ18NIeaAkDogRpp8CVA4epvI,12941 Western Avenue,Blue Island,60406,,4.2,41.66013634782609,-87.68487265217382
T & G Gyros,ChIJ3TWYhF8jDogRxWIyXwQwMI8,13001 South Western Avenue,Blue Island,60406,,4.4,41.66013634782609,-87.68487265217382
Sam Georgelos,ChIJt4CXqF8jDogRleD2_1Cd3eU,13054 Western Avenue,Blue Island,60406,,,41.66013634782609,-87.68487265217382
Garcia Inelda,ChIJB17EoF8jDogRQB9cI8LmO-o,13034 Western Avenue,Blue Island,60406,,3.5,41.66013634782609,-87.68487265217382
Vinny's Ristorante and Pizzeria,ChIJl1MxmF8jDogRpSnJbVAsKFY,13023 Western Avenue,Blue Island,60406,,4.5,41.66013634782609,-87.68487265217382
Taqueria El Buen Gusto,ChIJ2dKnHl8jDogRdHG3565MM4A,2426 Vermont Street,Blue Island,60406,,,41.66013634782609,-87.68487265217382
Dos Brothers,ChIJh_MkGl8jDogRGrLUcnkN4Oc,2426 Vermont Street,Blue Island,60406,,4.4,41.66013634782609,-87.68487265217382
Pilich Station Grill,ChIJ78K-pKskDogRPecEPnPbz40,12739 Sacramento Watt Avenue,Blue Island,60406,,5,41.66013634782609,-87.68487265217382
CARNITAS Y TAQUERIA MICHOACAN,ChIJsU4SXmAjDogRC7DjGjyFrMo,2239 Vermont Street,Blue Island,60406,,4.9,41.66013634782609,-87.68487265217382
In N Out Collision Center,ChIJ5wRAo1YjDogRV8tC4T2GVNk,13156 Francisco Avenue,Blue Island,60406,,5,41.66013634782609,-87.68487265217382
Buonas Resturant,ChIJtQK5ZZ4kDogRfKSizuaKtk8,12852 Hoyne Avenue,Blue Island,60406,,,41.66013634782609,-87.68487265217382
Taqueria Durango Restaurant,ChIJGXlQ2LwkDogRCop4PmrXGIY,12358 South Western Avenue,Blue Island,60406,,4.4,41.66013634782609,-87.68487265217382
Raven's Place,ChIJWWeAoV8jDogRf0FJeDVVNh8,13031 Western Avenue,Blue Island,60406,,4,41.66013634782609,-87.67487265217382
Jimmy John's,ChIJa8O6UaIkDogRWu8n1wVJHzI,12601 Western Avenue,Blue Island,60406,1,2.9,41.66013634782609,-87.67487265217382
Dunkin' Donuts,ChIJARtn9qEkDogR0aKyhUMdA5M,2323 West 127th Street,Blue Island,60406,1,3.9,41.66013634782609,-87.67487265217382
White Castle,ChIJjTNnNxYjDogRAElUUT__HwQ,12709 S Western Ave,Blue Island,60406,1,4.2,41.66013634782609,-87.67487265217382
Pizza Hut,ChIJK0PQU6IkDogRgVJXZozRxTk,12601 Western Avenue,Blue Island,60406,1,2.1,41.66013634782609,-87.67487265217382
See Thru Chinese Kitchen,ChIJaXxHU6IkDogRd4IPHMNuWnQ,12601 South Western Avenue,Blue Island,60406,2,4.2,41.66013634782609,-87.67487265217382
Restaurante Tenochtitlan,ChIJHzhFf6AkDogR1CeI6JE5z1s,12947 Western Avenue,Blue Island,60406,,3.7,41.66013634782609,-87.67487265217382
Double Play Saloon,ChIJz_Wam18jDogRXytmQpNydRQ,13011 South Western Avenue,Blue Island,60406,,4.1,41.66013634782609,-87.67487265217382
Dunkin' Donuts,ChIJu6X8q18jDogRvYR7_wwM69M,13101 South Western Avenue,Blue Island,60406,1,3.7,41.66013634782609,-87.67487265217382
Wing Street,ChIJaXxHU6IkDogRQwcZ4d5pE50,12601 Western Avenue,Blue Island,60406,,,41.66013634782609,-87.67487265217382
Tuscan Grill,ChIJWexrPl8jDogRISzEJsFYzW8,13000 Western Avenue,Blue Island,60406,2,4.6,41.66013634782609,-87.67487265217382
Beggars Pizza,ChIJxXlJK6IkDogRs3pbWYhnwvc,12660 Western Avenue,Blue Island,60406,2,3.8,41.66013634782609,-87.67487265217382
De Mar's Coffee Shop Restaurant,ChIJ18NIeaAkDogRpp8CVA4epvI,12941 Western Avenue,Blue Island,60406,,4.2,41.66013634782609,-87.67487265217382
Pat's Wholesales Meat & Pizza,ChIJ57sJIaMkDogRI0f-aBPLdfA,12456 South Western Avenue,Blue Island,60406,,,41.66013634782609,-87.67487265217382
Kenny's Ribs and Chicken,ChIJp7bLiYQkDogRjlSkweulM_k,1746 West 127th Street,Calumet Park,60827,,2.5,41.66013634782609,-87.67487265217382
Iona's On The Blu,ChIJm-YFIaMkDogRRMMt3XUMHhk,12454 South Western Avenue,Blue Island,60406,,3.6,41.66013634782609,-87.67487265217382
